,seq,ni,no1,no2,F1_emp,F2_emp,F1_model
854,"(1, 1, 0, 1, 0, 1, 0, 1, 1, 0)",1760,515,296,-0.424991784434563,-0.6313782896436839,-0.50731623
855,"(1, 1, 0, 1, 0, 1, 0, 1, 1, 1)",1606,428,315,-0.5181288882294153,-0.47785547210077794,-0.23567063
856,"(1, 1, 0, 1, 0, 1, 1, 0, 0, 0)",1448,2965,2128,1.5188791389572753,1.5333054026226196,1.2789055
857,"(1, 1, 0, 1, 0, 1, 1, 0, 0, 1)",1378,2298,1859,1.3136542055499603,1.4477445689637678,1.2939548
858,"(1, 1, 0, 1, 0, 1, 1, 0, 1, 0)",807,1513,1270,1.430486934056379,1.6015238927181812,1.2525755
859,"(1, 1, 0, 1, 0, 1, 1, 0, 1, 1)",810,1751,1368,1.5727837759610042,1.6720944512228586,1.2808374
860,"(1, 1, 0, 1, 0, 1, 1, 1, 0, 0)",2302,4034,3274,1.3633322394634444,1.5006319282984897,1.2440674
861,"(1, 1, 0, 1, 0, 1, 1, 1, 0, 1)",1864,3339,2396,1.3852483124729105,1.399483582406291,1.2765636
862,"(1, 1, 0, 1, 0, 1, 1, 1, 1, 0)",1387,2319,1641,1.3162418821736863,1.3165778289954464,1.1884801
863,"(1, 1, 0, 1, 0, 1, 1, 1, 1, 1)",1432,2239,1411,1.249244275600994,1.1337636702748382,1.248209
864,"(1, 1, 0, 1, 1, 0, 0, 0, 0, 0)",108,106,55,0.7840195108128428,0.48253048855582825,0.809559
865,"(1, 1, 0, 1, 1, 0, 0, 0, 0, 1)",68,86,41,1.0343401726374049,0.6520897937359316,1.0326177
866,"(1, 1, 0, 1, 1, 0, 0, 0, 1, 0)",75,45,28,0.3004466147828443,0.1850891697499656,0.5189215
867,"(1, 1, 0, 1, 1, 0, 0, 0, 1, 1)",39,37,21,0.7512452641925298,0.5506896792942022,0.83538723
868,"(1, 1, 0, 1, 1, 0, 0, 1, 0, 0)",198,222,149,0.9164055053157069,0.8658571494215861,0.44418544
869,"(1, 1, 0, 1, 1, 0, 0, 1, 0, 1)",123,111,113,0.700755864270138,1.0644435628392812,0.77921915
870,"(1, 1, 0, 1, 1, 0, 0, 1, 1, 0)",113,31,31,-0.4679239870146885,-0.12193586554494629,0.09426266
871,"(1, 1, 0, 1, 1, 0, 0, 1, 1, 1)",144,102,49,0.4605338043891417,0.08381594305739437,0.4796125
872,"(1, 1, 0, 1, 1, 0, 1, 0, 0, 0)",95,203,194,1.5563103609564606,1.8571780471457333,1.300942
873,"(1, 1, 0, 1, 1, 0, 1, 0, 0, 1)",86,239,150,1.8172693632674881,1.6998983982101632,1.3048084
874,"(1, 1, 0, 1, 1, 0, 1, 0, 1, 0)",30,87,79,1.8458881685731408,2.096566110238558,1.29408
875,"(1, 1, 0, 1, 1, 0, 1, 0, 1, 1)",54,162,85,1.8889555741543718,1.5955407910708594,1.3014407
876,"(1, 1, 0, 1, 1, 0, 1, 1, 0, 0)",154,279,192,1.3939030448300833,1.3677917520354614,1.2918355
877,"(1, 1, 0, 1, 1, 0, 1, 1, 0, 1)",69,138,91,1.4885172496614132,1.421820015049504,1.3003368
878,"(1, 1, 0, 1, 1, 0, 1, 1, 1, 0)",45,145,127,1.9575037837993219,2.171915547480345,1.2768366
879,"(1, 1, 0, 1, 1, 0, 1, 1, 1, 1)",45,86,48,1.4398052807455692,1.2117055816713542,1.2929299
880,"(1, 1, 0, 1, 1, 1, 0, 0, 0, 0)",149,25,12,-0.9500001974946932,-1.2971592565848962,-0.36337084
881,"(1, 1, 0, 1, 1, 1, 0, 0, 0, 1)",144,36,29,-0.5632772711962695,-0.42700968070859635,-0.034299076
882,"(1, 1, 0, 1, 1, 1, 0, 0, 1, 0)",106,16,9,-1.0370769318256097,-1.2217170614180377,-0.5733273
883,"(1, 1, 0, 1, 1, 1, 0, 0, 1, 1)",63,30,8,0.07764267970555483,-0.8131318259736298,-0.3361568
884,"(1, 1, 0, 1, 1, 1, 0, 1, 0, 0)",240,47,34,-0.8110573640026837,-0.7809221919514187,-0.60907435
885,"(1, 1, 0, 1, 1, 1, 0, 1, 0, 1)",198,50,20,-0.5589406334200862,-1.1002557069512466,-0.39293277
886,"(1, 1, 0, 1, 1, 1, 0, 1, 1, 0)",193,23,27,-1.287265770135302,-0.7871269688383016,-0.7267859
887,"(1, 1, 0, 1, 1, 1, 0, 1, 1, 1)",139,45,22,-0.31046246754012885,-0.657621526630332,-0.59276617
888,"(1, 1, 0, 1, 1, 1, 1, 0, 0, 0)",180,219,196,0.9976690736666162,1.2332333775219855,1.2276702
889,"(1, 1, 0, 1, 1, 1, 1, 0, 0, 1)",78,184,154,1.6534465311913837,1.822503944502048,1.2682778
890,"(1, 1, 0, 1, 1, 1, 1, 0, 1, 0)",55,77,71,1.1338956945345229,1.3998411083307287,1.1589378
891,"(1, 1, 0, 1, 1, 1, 1, 0, 1, 1)",63,46,30,0.4938030769304671,0.42363080117529706,1.232828
892,"(1, 1, 0, 1, 1, 1, 1, 1, 0, 0)",172,310,264,1.3890398762615357,1.5749649115382658,1.1373336
893,"(1, 1, 0, 1, 1, 1, 1, 1, 0, 1)",167,387,311,1.6395799188000948,1.7675658884560461,1.2214392
894,"(1, 1, 0, 1, 1, 1, 1, 1, 1, 0)",142,138,93,0.7741678614508648,0.7289768320599191,1.0029627
895,"(1, 1, 0, 1, 1, 1, 1, 1, 1, 1)",98,193,134,1.4752768675088186,1.458681608353662,1.1478143
896,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0)",3209,3426,2205,0.8679528643306277,0.7734366637392088,0.9818916
897,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 1)",3014,4377,2819,1.1755307275016027,1.081663734820696,1.135813
898,"(1, 1, 1, 0, 0, 0, 0, 0, 1, 0)",2045,1766,1136,0.655935084388205,0.5610332272887868,0.75885457
899,"(1, 1, 1, 0, 0, 0, 0, 0, 1, 1)",1785,2141,1341,0.9843000481513301,0.8627092361450054,1.0004319
900,"(1, 1, 1, 0, 0, 0, 0, 1, 0, 0)",4411,5418,3455,1.0081217537728016,0.9043104296003758,0.6968527
901,"(1, 1, 1, 0, 0, 0, 0, 1, 0, 1)",3570,4746,2900,1.08720572953695,0.9407365165767783,0.95985997
902,"(1, 1, 1, 0, 0, 0, 0, 1, 1, 0)",3131,2608,1784,0.6198337866061151,0.5862733171528685,0.37690288
903,"(1, 1, 1, 0, 0, 0, 0, 1, 1, 1)",2852,3094,2170,0.8839553924852769,0.8753434987146145,0.72649765
904,"(1, 1, 1, 0, 0, 0, 1, 0, 0, 0)",2714,4820,3660,1.3767279806176669,1.4474710608020231,1.3040094
905,"(1, 1, 1, 0, 0, 0, 1, 0, 0, 1)",2143,4408,3566,1.5235132217473253,1.6575783432180216,1.3063102
906,"(1, 1, 1, 0, 0, 0, 1, 0, 1, 0)",1748,3342,2757,1.450362969981577,1.6039882633844678,1.2999182
907,"(1, 1, 1, 0, 0, 0, 1, 0, 1, 1)",1310,3014,2468,1.6353481839776662,1.7815496856313024,1.3043064
908,"(1, 1, 1, 0, 0, 0, 1, 1, 0, 0)",3994,7025,5843,1.3671125332054777,1.5288985947200375,1.2985778
909,"(1, 1, 1, 0, 0, 0, 1, 1, 0, 1)",3032,5520,4280,1.4015453331755439,1.4931610785061875,1.3036492
910,"(1, 1, 1, 0, 0, 0, 1, 1, 1, 0)",2542,4648,3863,1.4058462148485456,1.5668851099601118,1.2895904
911,"(1, 1, 1, 0, 0, 0, 1, 1, 1, 1)",2231,3902,3184,1.3613860022594937,1.5040809245548847,1.2992313
912,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0)",4634,2026,1215,-0.024540772967875046,-0.18954273542402067,-0.13285655
913,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 1)",3905,3056,1575,0.5574587690342907,0.24090283903102283,0.24539366
914,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0)",3256,872,605,-0.514087690856551,-0.5331551391570963,-0.41146302
915,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 1)",2643,1140,610,-0.03784929252942093,-0.3164245617501589,-0.099042
916,"(1, 1, 1, 0, 0, 1, 0, 1, 0, 0)",6780,2248,1359,-0.30110035214444597,-0.45811320390392174,-0.4622723
917,"(1, 1, 1, 0, 0, 1, 0, 1, 0, 1)",5687,1957,1391,-0.2638965898125407,-0.2590904505388891,-0.17015666
918,"(1, 1, 1, 0, 0, 1, 0, 1, 1, 0)",4645,1052,677,-0.6818248426162985,-0.7760879453401364,-0.6372771
919,"(1, 1, 1, 0, 0, 1, 0, 1, 1, 1)",4010,1043,603,-0.5434425387473885,-0.7446949877854152,-0.43896234
920,"(1, 1, 1, 0, 0, 1, 1, 0, 0, 0)",3704,6522,4491,1.368189692645989,1.3411414581779693,1.259773
921,"(1, 1, 1, 0, 0, 1, 1, 0, 0, 1)",3596,5870,4286,1.2924633709486424,1.3240137029521757,1.2844396
922,"(1, 1, 1, 0, 0, 1, 1, 0, 1, 0)",2576,4329,3388,1.3214801689242508,1.422435641004509,1.2171488
923,"(1, 1, 1, 0, 0, 1, 1, 0, 1, 1)",2101,3984,2832,1.4421865983674995,1.4469736284434427,1.2629269
924,"(1, 1, 1, 0, 0, 1, 1, 1, 0, 0)",5781,9543,7177,1.303701599781541,1.3647978291810838,1.2035182
925,"(1, 1, 1, 0, 0, 1, 1, 1, 0, 1)",4898,7162,4558,1.1824363435559568,1.0765988786246892,1.2559545
926,"(1, 1, 1, 0, 0, 1, 1, 1, 1, 0)",3812,5632,4280,1.1927644376172306,1.264297026337205,1.1161308
927,"(1, 1, 1, 0, 0, 1, 1, 1, 1, 1)",3356,4855,2916,1.1717058943393797,1.008034652937509,1.2101448
928,"(1, 1, 1, 0, 1, 0, 0, 0, 0, 0)",301,270,151,0.6942303620849117,0.4619801835212294,0.58855635
929,"(1, 1, 1, 0, 1, 0, 0, 0, 0, 1)",219,193,159,0.676769171291047,0.830072948931288,0.8855892
930,"(1, 1, 1, 0, 1, 0, 0, 0, 1, 0)",172,160,80,0.7306513290667644,0.38968424022448245,0.2501367
931,"(1, 1, 1, 0, 1, 0, 0, 0, 1, 1)",174,155,88,0.6876085919061035,0.47237707585844835,0.6211525
932,"(1, 1, 1, 0, 1, 0, 0, 1, 0, 0)",420,342,216,0.597636172063639,0.4857911999079009,0.17074734
933,"(1, 1, 1, 0, 1, 0, 0, 1, 0, 1)",401,318,216,0.5712775727459038,0.5319719449712612,0.5508276
934,"(1, 1, 1, 0, 1, 0, 0, 1, 1, 0)",239,100,40,-0.06297984792065148,-0.6185401765878609,-0.16600269
935,"(1, 1, 1, 0, 1, 0, 0, 1, 1, 1)",231,120,92,0.1515917325105115,0.23438880153676855,0.20802194
936,"(1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",192,457,355,1.66671755378938,1.7607672219969674,1.2959684
937,"(1, 1, 1, 0, 1, 0, 1, 0, 0, 1)",145,259,209,1.3796135678872716,1.5120275890589547,1.3023685
938,"(1, 1, 1, 0, 1, 0, 1, 0, 1, 0)",84,260,241,1.9244077094124574,2.1948131497161927,1.2846457
939,"(1, 1, 1, 0, 1, 0, 1, 0, 1, 1)",147,350,272,1.666112508281831,1.7607862014706672,1.2967927
940,"(1, 1, 1, 0, 1, 0, 1, 1, 0, 0)",295,680,517,1.6357414104055326,1.7081424679852453,1.2809525
941,"(1, 1, 1, 0, 1, 0, 1, 1, 0, 1)",328,790,597,1.6797787755823623,1.7460596832350825,1.2949678
942,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 0)",177,361,278,1.5123992201137662,1.597954911579103,1.2563992
943,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 1)",142,274,190,1.4564650259867444,1.437955477836545,1.2827525
944,"(1, 1, 1, 0, 1, 1, 0, 0, 0, 0)",346,72,41,-0.7563267802183877,-0.9631284816136683,-0.5348885
945,"(1, 1, 1, 0, 1, 1, 0, 0, 0, 1)",282,57,66,-0.7824653285167378,-0.2922275982024489,-0.27697623
946,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 0)",338,101,33,-0.39848873551609865,-1.1511129027144662,-0.68232894
947,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 1)",279,49,32,-0.9202280391610231,-0.9897553616529469,-0.5148611
948,"(1, 1, 1, 0, 1, 1, 0, 1, 0, 0)",436,157,73,-0.21479960348854288,-0.6273414218415978,-0.7062501
949,"(1, 1, 1, 0, 1, 1, 0, 1, 0, 1)",507,105,83,-0.7645037948863345,-0.6511379686853456,-0.55639684
950,"(1, 1, 1, 0, 1, 1, 0, 1, 1, 0)",280,22,36,-1.7003218948245158,-0.8789100766396989,-0.7827548
951,"(1, 1, 1, 0, 1, 1, 0, 1, 1, 1)",319,48,33,-1.0739621391030651,-1.0934337911277883,-0.6953776
952,"(1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",324,545,425,1.321332351995248,1.4191408439894555,1.1774416
953,"(1, 1, 1, 0, 1, 1, 1, 0, 0, 1)",285,676,638,1.6642180206725028,1.9524393236075048,1.2424877
954,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 0)",216,402,282,1.421577766986304,1.4140762241526006,1.070834
955,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1)",267,331,203,1.0166865469857123,0.8756596933831823,1.185617
956,"(1, 1, 1, 0, 1, 1, 1, 1, 0, 0)",428,872,637,1.5130171954916656,1.5454080444665956,1.0381963
957,"(1, 1, 1, 0, 1, 1, 1, 1, 0, 1)",403,612,433,1.2194886165551417,1.2201563361890775,1.167599
958,"(1, 1, 1, 0, 1, 1, 1, 1, 1, 0)",354,588,425,1.3088469527562512,1.3308482368437773,0.84398204
959,"(1, 1, 1, 0, 1, 1, 1, 1, 1, 1)",338,572,387,1.3274241679143697,1.2835319122926458,1.0539792
960,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0)",1935,3539,2194,1.4060412968713782,1.2740847377225721,1.1205711
961,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 1)",1672,3358,2080,1.499563447205549,1.366756805456633,1.2125196
962,"(1, 1, 1, 1, 0, 0, 0, 0, 1, 0)",1371,1915,1356,1.1365087088250556,1.1375335315988613,0.97522306
963,"(1, 1, 1, 1, 0, 0, 0, 0, 1, 1)",1100,1762,1232,1.2733366042552707,1.261758046491487,1.1319883
964,"(1, 1, 1, 1, 0, 0, 0, 1, 0, 0)",2879,4643,3506,1.280324328267871,1.345497357060009,0.9319985
965,"(1, 1, 1, 1, 0, 0, 0, 1, 0, 1)",2329,3563,2449,1.227553800611034,1.198746437028849,1.1068776
966,"(1, 1, 1, 1, 0, 0, 0, 1, 1, 0)",1763,2433,1638,1.1244905955608162,1.0750290222269157,0.6863163
967,"(1, 1, 1, 1, 0, 0, 0, 1, 1, 1)",1700,2382,1656,1.1396824432829606,1.122319105080524,0.952828
968,"(1, 1, 1, 1, 0, 0, 1, 0, 0, 0)",1873,3039,2459,1.2863208901819803,1.4206128461778635,1.306098
969,"(1, 1, 1, 1, 0, 0, 1, 0, 0, 1)",1487,2517,2066,1.3285705577913358,1.4771920243385537,1.3073316
970,"(1, 1, 1, 1, 0, 0, 1, 0, 1, 0)",949,1746,1499,1.4117318841195505,1.6052850825455376,1.3039013
971,"(1, 1, 1, 1, 0, 0, 1, 0, 1, 1)",840,1823,1457,1.5767340692414091,1.698755932645478,1.3062572
972,"(1, 1, 1, 1, 0, 0, 1, 1, 0, 0)",2716,4716,3971,1.3541832324379943,1.528268095788538,1.3031809
973,"(1, 1, 1, 1, 0, 0, 1, 1, 0, 1)",1890,4020,3209,1.556963396818897,1.6776918275154267,1.3059046
974,"(1, 1, 1, 1, 0, 0, 1, 1, 1, 0)",1397,2802,2570,1.4981861869511133,1.7577789645219566,1.2983394
975,"(1, 1, 1, 1, 0, 0, 1, 1, 1, 1)",1284,2285,1949,1.3785834056055162,1.565597334278295,1.3035324
976,"(1, 1, 1, 1, 0, 1, 0, 0, 0, 0)",3075,1920,1103,0.33175439072310237,0.12383657626132871,0.1951105
977,"(1, 1, 1, 1, 0, 1, 0, 0, 0, 1)",2508,2665,1494,0.8632335129523121,0.6307686195081872,0.572786
978,"(1, 1, 1, 1, 0, 1, 0, 0, 1, 0)",1975,781,507,-0.12443657918242168,-0.2098217506795086,-0.14446163
979,"(1, 1, 1, 1, 0, 1, 0, 0, 1, 1)",1782,980,549,0.20505840028230315,-0.027607659586801336,0.2324095
980,"(1, 1, 1, 1, 0, 1, 0, 1, 0, 0)",4037,2226,1243,0.20744442696466525,-0.028890845523835473,-0.21336162
981,"(1, 1, 1, 1, 0, 1, 0, 1, 0, 1)",3473,1760,1171,0.12311372027523626,0.061931703385730286,0.15305766
982,"(1, 1, 1, 1, 0, 1, 0, 1, 1, 0)",2819,986,580,-0.24728356591859746,-0.4312147270304254,-0.47016013
983,"(1, 1, 1, 1, 0, 1, 0, 1, 1, 1)",2708,933,528,-0.26231984527617214,-0.484819730176973,-0.18145764
984,"(1, 1, 1, 1, 0, 1, 1, 0, 0, 0)",2346,4123,3061,1.3662242078659075,1.4144570604164282,1.2821429
985,"(1, 1, 1, 1, 0, 1, 1, 0, 0, 1)",1980,3565,2929,1.390381310304615,1.5399273353623846,1.2955565
986,"(1, 1, 1, 1, 0, 1, 1, 0, 1, 0)",1471,2899,2153,1.480627275265824,1.529231238477335,1.2586254
987,"(1, 1, 1, 1, 0, 1, 1, 0, 1, 1)",1524,2783,1947,1.4044328909928787,1.393335475210791,1.283866
988,"(1, 1, 1, 1, 0, 1, 1, 1, 0, 0)",3578,6574,4981,1.4107297048600198,1.4792746651059225,1.2510127
989,"(1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",3231,5215,3821,1.2811682425455833,1.316199385209055,1.2800536
990,"(1, 1, 1, 1, 0, 1, 1, 1, 1, 0)",2549,4561,3569,1.384206323271942,1.4849989166710356,1.2011125
991,"(1, 1, 1, 1, 0, 1, 1, 1, 1, 1)",1828,3378,2375,1.4163489969035046,1.4101757121414924,1.2547194
992,"(1, 1, 1, 1, 1, 0, 0, 0, 0, 0)",148,167,127,0.9225562320378801,0.9966106380239806,0.85326636
993,"(1, 1, 1, 1, 1, 0, 0, 0, 0, 1)",110,80,65,0.487457511940185,0.6286512207639141,1.0596743
994,"(1, 1, 1, 1, 1, 0, 0, 0, 1, 0)",93,99,60,0.8644139622981678,0.7161057619531299,0.57702327
995,"(1, 1, 1, 1, 1, 0, 0, 0, 1, 1)",87,42,41,0.08640185979543635,0.4088594838549845,0.8774115
996,"(1, 1, 1, 1, 1, 0, 0, 1, 0, 0)",233,285,204,1.0032092540422317,1.0162155438305294,0.50461173
997,"(1, 1, 1, 1, 1, 0, 0, 1, 0, 1)",220,170,148,0.5460394135649874,0.754310284477529,0.8248204
998,"(1, 1, 1, 1, 1, 0, 0, 1, 1, 0)",209,153,152,0.49238363027624077,0.8318570707247894,0.15778905
999,"(1, 1, 1, 1, 1, 0, 0, 1, 1, 1)",106,140,83,1.0784696144963426,0.90651464443123,0.5390083
1000,"(1, 1, 1, 1, 1, 0, 1, 0, 0, 0)",148,271,231,1.4043943189306187,1.5913177457706733,1.3017771
1001,"(1, 1, 1, 1, 1, 0, 1, 0, 0, 1)",134,224,190,1.313364182346071,1.4955253296580229,1.3052173
1002,"(1, 1, 1, 1, 1, 0, 1, 0, 1, 0)",70,132,178,1.4302078097605189,2.0732326088492625,1.2956679
1003,"(1, 1, 1, 1, 1, 0, 1, 0, 1, 1)",46,138,120,1.8868648900007137,2.094169623936505,1.3022208
1004,"(1, 1, 1, 1, 1, 0, 1, 1, 0, 0)",230,393,392,1.3364717573562208,1.6799185813972903,1.2936687
1005,"(1, 1, 1, 1, 1, 0, 1, 1, 0, 1)",224,493,394,1.5889736735635829,1.7113120427465245,1.3012385
1006,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0)",148,357,286,1.6791252390353215,1.8040625898639846,1.2802972
1007,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 1)",90,147,88,1.2888913258273453,1.1263035432651123,1.2946435
1008,"(1, 1, 1, 1, 1, 1, 0, 0, 0, 0)",286,83,41,-0.4261268583362272,-0.7732859174264302,-0.31609344
1009,"(1, 1, 1, 1, 1, 1, 0, 0, 0, 1)",289,110,52,-0.1578121630881052,-0.5510623293785752,0.027047575
1010,"(1, 1, 1, 1, 1, 1, 0, 0, 1, 0)",217,46,31,-0.73180890249895,-0.7702324799395397,-0.54164493
1011,"(1, 1, 1, 1, 1, 1, 0, 0, 1, 1)",96,31,18,-0.3064365171235759,-0.4817453192871197,-0.2872417
1012,"(1, 1, 1, 1, 1, 1, 0, 1, 0, 0)",350,47,108,-1.1870466539778943,-0.020911661186899355,-0.58057714
1013,"(1, 1, 1, 1, 1, 1, 0, 1, 0, 1)",357,76,55,-0.734189005966936,-0.7066546156157285,-0.347533
1014,"(1, 1, 1, 1, 1, 1, 0, 1, 1, 0)",200,51,20,-0.549522630897568,-1.11025579028583,-0.70989084
1015,"(1, 1, 1, 1, 1, 1, 0, 1, 1, 1)",213,40,33,-0.8498653897374633,-0.6910888103558674,-0.56279635
1016,"(1, 1, 1, 1, 1, 1, 1, 0, 0, 0)",220,311,259,1.14737904487181,1.3110456095475975,1.2363224
1017,"(1, 1, 1, 1, 1, 1, 1, 0, 0, 1)",153,256,184,1.314662041061671,1.3319299027145184,1.2726581
1018,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 0)",91,213,154,1.6467259965528918,1.670163219920029,1.1744773
1019,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1)",125,314,234,1.7188292904542355,1.7718302872425036,1.2409459
1020,"(1, 1, 1, 1, 1, 1, 1, 1, 0, 0)",321,711,595,1.596064924447648,1.764215801570764,1.154948
1021,"(1, 1, 1, 1, 1, 1, 1, 1, 0, 1)",290,519,356,1.383044102984061,1.3529391946579692,1.2307336
1022,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 0)",242,391,346,1.2807389550299946,1.5047900166561334,1.0325065
1023,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",157,287,164,1.4029040056890594,1.1918771209234365,1.1644276
