,seq,ni,no1,no2,F1_emp,F2_emp,F1_model,F2_model
720,"(1, 0, 1, 1, 0, 1, 0, 0, 0, 0)",1325,256,153,-0.8383075272705076,-1.0044428882823562,-0.5949792266478274,-0.6102566486341257
721,"(1, 0, 1, 1, 0, 1, 0, 0, 0, 1)",1133,318,169,-0.46577682292277234,-0.7491813671876131,-0.41299272583261526,-0.5359750291728926
722,"(1, 0, 1, 1, 0, 1, 0, 0, 1, 0)",849,140,123,-0.9939379005261133,-0.7764281038295027,-1.0501719478951637,-0.9581148242311857
723,"(1, 0, 1, 1, 0, 1, 0, 0, 1, 1)",678,136,116,-0.7981016431504908,-0.6099205127111174,-0.7994805234282463,-0.8654882676534161
724,"(1, 0, 1, 1, 0, 1, 0, 1, 0, 0)",1707,359,219,-0.754435784318279,-0.900924147946331,-0.6286572834683646,-0.7074626364690658
725,"(1, 0, 1, 1, 0, 1, 0, 1, 0, 1)",1640,224,147,-1.1844221303055904,-1.2573221372761534,-0.8772541589718125,-0.9791271276840234
726,"(1, 0, 1, 1, 0, 1, 0, 1, 1, 0)",1211,267,130,-0.7065016275383227,-1.0763031633782854,-1.1182420686500325,-1.1523677911311185
727,"(1, 0, 1, 1, 0, 1, 0, 1, 1, 1)",1154,217,104,-0.8648220015867245,-1.249368592748548,-1.3219403325749535,-1.3811192663209264
728,"(1, 0, 1, 1, 0, 1, 1, 0, 0, 0)",912,1415,846,1.241393952238777,1.0734914941069085,1.0153214719349488,1.0302735688247904
729,"(1, 0, 1, 1, 0, 1, 1, 0, 0, 1)",943,1577,983,1.3163258938403994,1.1900264109565755,1.049970310022805,1.0412424027228775
730,"(1, 0, 1, 1, 0, 1, 1, 0, 1, 0)",651,961,631,1.191508447319134,1.117371512270027,0.9457551428348075,1.0089766295767477
731,"(1, 0, 1, 1, 0, 1, 1, 0, 1, 1)",525,866,464,1.3022763226229124,1.025262872899469,0.966407301303879,0.9166263804445121
732,"(1, 0, 1, 1, 0, 1, 1, 1, 0, 0)",1460,2364,1542,1.2841954477554143,1.2031341206622839,1.0012808599805363,0.983966868243864
733,"(1, 0, 1, 1, 0, 1, 1, 1, 0, 1)",1336,1596,893,0.9802371296931497,0.7460488781213935,0.8554360046027585,0.816101212397193
734,"(1, 0, 1, 1, 0, 1, 1, 1, 1, 0)",1048,1230,767,0.9625280763682367,0.8367238048011976,0.8587495688781275,0.8391942904821688
735,"(1, 0, 1, 1, 0, 1, 1, 1, 1, 1)",837,811,543,0.7710207982596753,0.7164578264236823,0.6751017218083871,0.5925776305137899
736,"(1, 0, 1, 1, 1, 0, 0, 0, 0, 0)",27,22,8,0.6058282643340261,0.01354674721083815,-0.1401401358224778,0.03135401756679279
737,"(1, 0, 1, 1, 1, 0, 0, 0, 0, 1)",14,8,1,0.29171293481408966,-0.866376340492442,0.008273946867328352,0.020295240718417065
738,"(1, 0, 1, 1, 1, 0, 0, 0, 1, 0)",47,20,11,-0.024140014604387527,-0.23776768107006796,-0.4987177581287723,-0.29499271660026655
739,"(1, 0, 1, 1, 1, 0, 0, 0, 1, 1)",25,7,1,-0.3761164377615658,-1.4164226774117141,-0.2974442612552462,-0.4209745754485339
740,"(1, 0, 1, 1, 1, 0, 0, 1, 0, 0)",101,57,15,0.23800875584222858,-0.7038574109946671,0.001469898011660687,0.08542489269676573
741,"(1, 0, 1, 1, 1, 0, 0, 1, 0, 1)",35,31,7,0.6847555229236969,-0.35555071672645155,-0.09440744707177401,-0.12445558300982602
742,"(1, 0, 1, 1, 1, 0, 0, 1, 1, 0)",44,6,2,-1.058213782134926,-1.5595235210523875,-0.4187614703313129,-0.3643956745637021
743,"(1, 0, 1, 1, 1, 0, 0, 1, 1, 1)",50,6,7,-1.1833769250889319,-0.7038574109946671,-0.48558571330420547,-0.6646311533615715
744,"(1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",52,53,54,0.8212306915922329,1.1855679517301716,1.4214494629231873,1.6465604584116207
745,"(1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",47,142,73,1.8941821779320966,1.5813907623461014,1.4308246892620262,1.5765926240209778
746,"(1, 0, 1, 1, 1, 0, 1, 0, 1, 0)",38,41,59,0.8766465307338023,1.579309596142277,1.4619167450757735,1.6984628688447552
747,"(1, 0, 1, 1, 1, 0, 1, 0, 1, 1)",31,63,63,1.4956857391400256,1.841673860609768,1.441449782327843,1.391907932307362
748,"(1, 0, 1, 1, 1, 0, 1, 1, 0, 0)",103,337,242,1.9811935549217266,1.9971972242489984,1.3512508786578985,1.5323157470424829
749,"(1, 0, 1, 1, 1, 0, 1, 1, 0, 1)",66,166,154,1.7158397516058694,1.9872591775781032,1.366424360076523,1.4306378347250566
750,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 0)",65,233,188,2.0682049319113562,2.2006189530830396,1.2914915167058698,1.4343156649335491
751,"(1, 0, 1, 1, 1, 0, 1, 1, 1, 1)",52,43,22,0.6164362789462198,0.31372898242685054,1.2530164969645463,1.120618729377986
752,"(1, 0, 1, 1, 1, 1, 0, 0, 0, 0)",73,22,23,-0.3660323186949397,0.02251541719359862,-1.094935162053769,-0.8499490437468334
753,"(1, 0, 1, 1, 1, 1, 0, 0, 0, 1)",82,21,10,-0.5252595958582016,-0.8724186549484045,-0.8935336728148917,-0.7269686999475763
754,"(1, 0, 1, 1, 1, 1, 0, 0, 1, 0)",66,11,12,-0.9172474110228854,-0.4912165818796066,-1.6138397623526919,-1.3363792810971058
755,"(1, 0, 1, 1, 1, 1, 0, 0, 1, 1)",55,6,1,-1.2769029830997554,-2.183677830125381,-1.3350945082207255,-1.302771032093514
756,"(1, 0, 1, 1, 1, 1, 0, 1, 0, 0)",91,14,18,-1.0111998173667498,-0.42882291783277715,-0.9972070180250615,-0.8274419852923638
757,"(1, 0, 1, 1, 1, 1, 0, 1, 0, 1)",147,28,6,-0.8273778851975606,-1.902775444658979,-1.274748512600294,-1.0979045018904263
758,"(1, 0, 1, 1, 1, 1, 0, 1, 1, 0)",61,2,7,-2.2259835377969015,-0.8991661633154329,-1.5448477822060191,-1.4394779094013914
759,"(1, 0, 1, 1, 1, 1, 0, 1, 1, 1)",122,21,20,-0.9186033434340213,-0.6191352375991719,-1.7688518239613409,-1.7747444418865064
760,"(1, 0, 1, 1, 1, 1, 1, 0, 0, 0)",83,107,39,1.0538529868609865,0.4065893353204453,0.9812012445673755,1.1010897747388704
761,"(1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",103,235,165,1.6219794644643177,1.6161235692649933,1.0538823632016254,1.1852943591957519
762,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 0)",52,21,51,-0.07671090161372551,1.1294784850791282,0.9171230136644766,1.0205871621566003
763,"(1, 0, 1, 1, 1, 1, 1, 0, 1, 1)",23,38,21,1.2880463743617812,1.0615153030601927,0.9844462939213259,0.8937556316709576
764,"(1, 0, 1, 1, 1, 1, 1, 1, 0, 0)",104,204,112,1.471588187560965,1.2219541486046397,1.113995974202759,1.1134520325348332
765,"(1, 0, 1, 1, 1, 1, 1, 1, 0, 1)",87,97,52,0.9101692227724457,0.641481779123738,0.9578237918759249,0.9713253775258274
766,"(1, 0, 1, 1, 1, 1, 1, 1, 1, 0)",59,78,23,1.0776418488250012,0.23223594817566762,0.9826086813498892,0.8809150737451478
767,"(1, 0, 1, 1, 1, 1, 1, 1, 1, 1)",48,55,37,0.9360699512046029,0.8942925416655818,0.7972723485724768,0.5523203827022317
768,"(1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",1922,2129,1434,0.9047740716947715,0.8558050626547643,0.6072747535776961,0.6031054150681117
769,"(1, 1, 0, 0, 0, 0, 0, 0, 0, 1)",1544,1946,1316,1.0338043746204342,0.9888591924612578,0.8732724695534765,0.9091054428585554
770,"(1, 1, 0, 0, 0, 0, 0, 0, 1, 0)",1561,1164,715,0.5092925941802502,0.36848451661083703,0.327472992435501,0.30884946028752286
771,"(1, 1, 0, 0, 0, 0, 0, 0, 1, 1)",1227,1185,770,0.7677380294306634,0.6830729449060642,0.6852972453619413,0.6955146377135876
772,"(1, 1, 0, 0, 0, 0, 0, 1, 0, 0)",2970,3253,2367,0.8935249708964559,0.9216738005911113,0.6756701388726395,0.7670545215578591
773,"(1, 1, 0, 0, 0, 0, 0, 1, 0, 1)",2160,2856,1947,1.0817396043039675,1.044758807745417,0.796605047105833,0.8590503263370913
774,"(1, 1, 0, 0, 0, 0, 0, 1, 1, 0)",1687,1667,1069,0.7906194663428701,0.692640932349872,0.3839010288559226,0.4072939100192146
775,"(1, 1, 0, 0, 0, 0, 0, 1, 1, 1)",1737,1636,1017,0.7426688301258779,0.6136315713349534,0.5728561619665979,0.6045229433426814
776,"(1, 1, 0, 0, 0, 0, 1, 0, 0, 0)",1563,2855,2285,1.404713960934299,1.5280836032993221,1.2271449333864417,1.4400477279942885
777,"(1, 1, 0, 0, 0, 0, 1, 0, 0, 1)",1294,2371,2016,1.4077613445640584,1.5916272438703962,1.1749352860435254,1.4522829352466462
778,"(1, 1, 0, 0, 0, 0, 1, 0, 1, 0)",989,1926,1739,1.4685532838658113,1.7124621291297617,1.236862614379419,1.5073275251239537
779,"(1, 1, 0, 0, 0, 0, 1, 0, 1, 1)",1047,1696,1435,1.2845169589333192,1.4635045647770046,1.193777900716673,1.4785638618650734
780,"(1, 1, 0, 0, 0, 0, 1, 1, 0, 0)",2284,4340,3471,1.444277270551369,1.5668914525017583,1.1937685036770704,1.461848369462349
781,"(1, 1, 0, 0, 0, 0, 1, 1, 0, 1)",1651,3203,2325,1.4649519126874069,1.490690059047509,1.2465857314445932,1.4271909746349274
782,"(1, 1, 0, 0, 0, 0, 1, 1, 1, 0)",1437,2256,1947,1.253321797116624,1.452076625971311,1.1529459377275901,1.4371948503852985
783,"(1, 1, 0, 0, 0, 0, 1, 1, 1, 1)",1325,2370,1854,1.3836834738996782,1.4842444843455502,1.1910817871021047,1.3861066639552526
784,"(1, 1, 0, 0, 0, 1, 0, 0, 0, 0)",3010,1355,816,0.004805498598687508,-0.15586175357190823,-0.12581316615668545,-0.22599543739145286
785,"(1, 1, 0, 0, 0, 1, 0, 0, 0, 1)",2749,2064,1152,0.5160678733145965,0.27929300965826476,0.24159122770150593,0.09435831739381068
786,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 0)",1997,723,366,-0.21257200824270206,-0.546013431104106,-0.5071446789046652,-0.5760240886847896
787,"(1, 1, 0, 0, 0, 1, 0, 0, 1, 1)",1774,836,463,0.05080692716003954,-0.19314446963343834,-0.023429397386445047,-0.14945419705967872
788,"(1, 1, 0, 0, 0, 1, 0, 1, 0, 0)",3954,1291,817,-0.3162506372791267,-0.4273468635491846,-0.3169723708766816,-0.27933357221545235
789,"(1, 1, 0, 0, 0, 1, 0, 1, 0, 1)",3396,1339,755,-0.12768451663554647,-0.35407991193122834,-0.3292823408019464,-0.3676052019805046
790,"(1, 1, 0, 0, 0, 1, 0, 1, 1, 0)",2897,812,470,-0.46850645475273667,-0.6683913488143873,-0.677353650344539,-0.6969987339321918
791,"(1, 1, 0, 0, 0, 1, 0, 1, 1, 1)",2520,701,434,-0.4759389645820282,-0.608538216049413,-0.5971590446829531,-0.654486147948783
792,"(1, 1, 0, 0, 0, 1, 1, 0, 0, 0)",2391,4026,2877,1.3234304043610123,1.3334924524266134,1.1090878192555331,1.2686973844530107
793,"(1, 1, 0, 0, 0, 1, 1, 0, 0, 1)",2216,3555,2461,1.2750199455975642,1.25334577717791,1.1686033355413674,1.3154196169000794
794,"(1, 1, 0, 0, 0, 1, 1, 0, 1, 0)",1541,2358,2006,1.2276960838644806,1.412087474722886,1.07305721357987,1.3078829652377366
795,"(1, 1, 0, 0, 0, 1, 1, 0, 1, 1)",1292,2256,1643,1.3596099566257585,1.3886938768940904,1.1661820142552435,1.3391573143777937
796,"(1, 1, 0, 0, 0, 1, 1, 1, 0, 0)",3865,5760,4332,1.2014292485441873,1.2625664420214557,1.0630320032373253,1.2313815704479274
797,"(1, 1, 0, 0, 0, 1, 1, 1, 0, 1)",2826,4118,2840,1.1789328953225708,1.15346670421042,0.9929228385927291,1.036590039276113
798,"(1, 1, 0, 0, 0, 1, 1, 1, 1, 0)",2349,3764,2905,1.2738710916758698,1.3608889170418461,1.0093787327738486,1.1765019813605908
799,"(1, 1, 0, 0, 0, 1, 1, 1, 1, 1)",1794,2813,1905,1.2521404953320354,1.208528463341591,0.9490725404456136,0.9908306457903787
800,"(1, 1, 0, 0, 1, 0, 0, 0, 0, 0)",262,196,123,0.5135882551403044,0.39665421347709484,0.3033226242076916,0.35718864363323644
801,"(1, 1, 0, 0, 1, 0, 0, 0, 0, 1)",106,129,73,0.9972441745737566,0.7797629387920861,0.5546086480744683,0.6358446343241666
802,"(1, 1, 0, 0, 1, 0, 0, 0, 1, 0)",102,49,45,0.07983257577859071,0.34243908830928194,-0.08383893166382556,-0.0322799221528553
803,"(1, 1, 0, 0, 1, 0, 0, 0, 1, 1)",83,49,34,0.28374476516491287,0.27305794269592276,0.26791247039499483,0.21932418626149414
804,"(1, 1, 0, 0, 1, 0, 0, 1, 0, 0)",253,174,175,0.42999026548505787,0.7816764080694378,0.3309192694514099,0.5287707850736504
805,"(1, 1, 0, 0, 1, 0, 0, 1, 0, 1)",136,161,126,0.9701539679843396,1.072732840680289,0.3887828780801501,0.5459258030322394
806,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 0)",123,56,64,0.025308260809593586,0.5026323843404228,-0.06255373524233239,0.045238854835740354
807,"(1, 1, 0, 0, 1, 0, 0, 1, 1, 1)",198,75,62,-0.16003292585808093,-0.001643418283137077,0.07196893950527328,0.059910069426362095
808,"(1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",192,326,222,1.3298085405724482,1.2930082626050559,1.377933868602441,1.6410350875769784
809,"(1, 1, 0, 0, 1, 0, 1, 0, 0, 1)",122,275,290,1.6107550689248131,2.0096655918488975,1.3296298212732498,1.6504632839505926
810,"(1, 1, 0, 0, 1, 0, 1, 0, 1, 0)",98,149,190,1.2180540025417461,1.8056802579618627,1.3494917321149253,1.6924686621201255
811,"(1, 1, 0, 0, 1, 0, 1, 0, 1, 1)",77,86,49,0.9117378505450724,0.7038408587883771,1.3189514597072884,1.5531809560703
812,"(1, 1, 0, 0, 1, 0, 1, 1, 0, 0)",140,300,234,1.5608889329507878,1.6593523038158133,1.319187839582396,1.6094246760831838
813,"(1, 1, 0, 0, 1, 0, 1, 1, 0, 1)",138,241,196,1.357002351606075,1.4972564756571194,1.3275510598681939,1.5244635206558894
814,"(1, 1, 0, 0, 1, 0, 1, 1, 1, 0)",148,215,195,1.1738706603187863,1.4226950333348807,1.2458613562047196,1.540366226725853
815,"(1, 1, 0, 0, 1, 0, 1, 1, 1, 1)",80,70,120,0.670769280948957,1.5498680709741248,1.2481820393388934,1.3312572477837328
816,"(1, 1, 0, 0, 1, 1, 0, 0, 0, 0)",271,49,40,-0.8912405022877707,-0.743703319541867,-0.5127452774025649,-0.5677714188936
817,"(1, 1, 0, 0, 1, 1, 0, 0, 0, 1)",233,53,76,-0.6637985102133466,0.037010986545805036,-0.19629065834273585,-0.2265676457259783
818,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 0)",174,31,33,-0.8965115125437071,-0.48989876925753006,-1.0196928350335228,-1.0370476144487546
819,"(1, 1, 0, 0, 1, 1, 0, 0, 1, 1)",169,46,24,-0.4831122767601228,-0.7683959321322384,-0.5782884870722808,-0.6973447363534875
820,"(1, 1, 0, 0, 1, 1, 0, 1, 0, 0)",320,87,103,-0.4915657500717292,0.021476456061179316,-0.5841057324636127,-0.42071909196486956
821,"(1, 1, 0, 0, 1, 1, 0, 1, 0, 1)",257,37,30,-1.1128348666151513,-0.9704457003866485,-0.6957250846826897,-0.5356374530686931
822,"(1, 1, 0, 0, 1, 1, 0, 1, 1, 0)",235,38,41,-0.9977316003158831,-0.5776355066924193,-1.0644471567621514,-0.9861905056371896
823,"(1, 1, 0, 0, 1, 1, 0, 1, 1, 1)",247,73,68,-0.4068250943807319,-0.13079556151790017,-1.0749230921529933,-1.0780416829047539
824,"(1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",180,286,211,1.2635237430738757,1.3066159234560093,1.0967468358489822,1.2687243577544642
825,"(1, 1, 0, 0, 1, 1, 1, 0, 0, 1)",149,241,186,1.280840990640511,1.3690000028081535,1.1239298694591828,1.3608336348046615
826,"(1, 1, 0, 0, 1, 1, 1, 0, 1, 0)",203,197,163,0.7726855954303993,0.9302731140298046,1.0043001625391699,1.2680287826963572
827,"(1, 1, 0, 0, 1, 1, 1, 0, 1, 1)",116,266,197,1.6276132821825737,1.6746197759466017,1.0737313217802935,1.2369731445273409
828,"(1, 1, 0, 0, 1, 1, 1, 1, 0, 0)",298,530,412,1.3768570064313328,1.471530699620169,1.185918910230274,1.3707549175895894
829,"(1, 1, 0, 0, 1, 1, 1, 1, 0, 1)",257,377,182,1.1844731692780506,0.8050532479696262,1.0351176554145947,1.1738536812997737
830,"(1, 1, 0, 0, 1, 1, 1, 1, 1, 0)",144,226,155,1.2507548336409087,1.2216489448787853,1.0815054721849449,1.2474354649656574
831,"(1, 1, 0, 0, 1, 1, 1, 1, 1, 1)",137,338,181,1.701284980803326,1.4252796819694133,0.9491460309270104,0.951937392365242
832,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 0)",1275,1570,1108,1.0105207329309662,1.0082552034954544,0.8836323870203397,0.8797648094046302
833,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 1)",1154,1666,1053,1.1694638183749806,1.0570187861952363,1.043263882743626,1.0708695985323167
834,"(1, 1, 0, 1, 0, 0, 0, 0, 1, 0)",981,1040,554,0.8608843188405833,0.5779034854417913,0.6447639869203653,0.6586510850893769
835,"(1, 1, 0, 1, 0, 0, 0, 0, 1, 1)",660,834,503,1.0362164435792496,0.877349108269505,0.8751043864315143,0.8896803355397721
836,"(1, 1, 0, 1, 0, 0, 0, 1, 0, 0)",1739,2007,1363,0.9457926471831255,0.9050631262446553,0.8652300564997623,0.9360580765388766
837,"(1, 1, 0, 1, 0, 0, 0, 1, 0, 1)",1802,2480,1601,1.1217483190685642,1.0303275844748099,0.9442074234186868,0.9885280438637054
838,"(1, 1, 0, 1, 0, 0, 0, 1, 1, 0)",1224,1459,906,0.9780341503036352,0.8479730071861318,0.6337051685462738,0.6799260097938608
839,"(1, 1, 0, 1, 0, 0, 0, 1, 1, 1)",1018,1253,818,1.0100552465502217,0.9300337306801671,0.7595851271798829,0.796888517350012
840,"(1, 1, 0, 1, 0, 0, 1, 0, 0, 0)",877,1707,1537,1.4679703392934789,1.709118236480295,1.2242863710428302,1.497015465482854
841,"(1, 1, 0, 1, 0, 0, 1, 0, 0, 1)",834,1691,1568,1.5087733738953935,1.7792887079319997,1.1685999488788503,1.4940441171322807
842,"(1, 1, 0, 1, 0, 0, 1, 0, 1, 0)",660,1252,1126,1.4420806736244625,1.6820873542379127,1.2807039904019497,1.5853386959133162
843,"(1, 1, 0, 1, 0, 0, 1, 0, 1, 1)",515,1032,839,1.4966542622181562,1.6358218064056191,1.2130248687553429,1.5006277887385928
844,"(1, 1, 0, 1, 0, 0, 1, 1, 0, 0)",1654,2763,2334,1.3154164556564776,1.492737562341657,1.1638107558256268,1.4938865285618776
845,"(1, 1, 0, 1, 0, 0, 1, 1, 0, 1)",1238,2449,2064,1.4843219804897108,1.6593523038158133,1.277559887710311,1.5193919793398791
846,"(1, 1, 0, 1, 0, 0, 1, 1, 1, 0)",1130,1865,1771,1.303233463871249,1.5975333350987284,1.1889989892632968,1.5207627571139173
847,"(1, 1, 0, 1, 0, 0, 1, 1, 1, 1)",819,1493,1134,1.4024465840145441,1.4736102697070268,1.266949109592176,1.4890967279763823
848,"(1, 1, 0, 1, 0, 1, 0, 0, 0, 0)",1952,1028,505,0.16175936353745102,-0.2020585815393907,0.018262705790400374,-0.12839149969526398
849,"(1, 1, 0, 1, 0, 1, 0, 0, 0, 1)",1539,1092,523,0.45968235134894414,0.07048066896318983,0.2841744591143289,0.12022002594142812
850,"(1, 1, 0, 1, 0, 1, 0, 0, 1, 0)",1354,410,278,-0.3904249602374863,-0.4318182714426131,-0.3540674360072073,-0.457286812236506
851,"(1, 1, 0, 1, 0, 1, 0, 0, 1, 1)",928,386,268,-0.0731454872039764,-0.09087067916217673,0.007037571813953293,-0.14319983807287884
852,"(1, 1, 0, 1, 0, 1, 0, 1, 0, 0)",2824,1175,687,-0.07385095654188878,-0.263948125597375,-0.23160105413482923,-0.28496308312730956
853,"(1, 1, 0, 1, 0, 1, 0, 1, 0, 1)",2240,961,491,-0.043124464555140185,-0.36767207725879625,-0.2809949856561316,-0.3696075408325793
854,"(1, 1, 0, 1, 0, 1, 0, 1, 1, 0)",1760,515,296,-0.424991784434563,-0.6313782896436839,-0.563670101631307,-0.6510085917636611
855,"(1, 1, 0, 1, 0, 1, 0, 1, 1, 1)",1606,428,315,-0.5181288882294153,-0.47785547210077794,-0.5416770907285554,-0.6456095220333821
856,"(1, 1, 0, 1, 0, 1, 1, 0, 0, 0)",1448,2965,2128,1.5188791389572753,1.5333054026226196,1.1956469638011824,1.4015151786404183
857,"(1, 1, 0, 1, 0, 1, 1, 0, 0, 1)",1378,2298,1859,1.3136542055499603,1.4477445689637678,1.2565592849841845,1.4761838649987418
858,"(1, 1, 0, 1, 0, 1, 1, 0, 1, 0)",807,1513,1270,1.430486934056379,1.6015238927181812,1.1743843063998127,1.4097353010127003
859,"(1, 1, 0, 1, 0, 1, 1, 0, 1, 1)",810,1751,1368,1.5727837759610042,1.6720944512228586,1.2477882788095573,1.4282154157511002
860,"(1, 1, 0, 1, 0, 1, 1, 1, 0, 0)",2302,4034,3274,1.3633322394634444,1.5006319282984897,1.15058512288543,1.3436921769937533
861,"(1, 1, 0, 1, 0, 1, 1, 1, 0, 1)",1864,3339,2396,1.3852483124729105,1.399483582406291,1.1462814420762273,1.2522165009415476
862,"(1, 1, 0, 1, 0, 1, 1, 1, 1, 0)",1387,2319,1641,1.3162418821736863,1.3165778289954464,1.1310106617172546,1.288333443822266
863,"(1, 1, 0, 1, 0, 1, 1, 1, 1, 1)",1432,2239,1411,1.249244275600994,1.1337636702748382,1.1153923200616158,1.1652372750587503
864,"(1, 1, 0, 1, 1, 0, 0, 0, 0, 0)",108,106,55,0.7840195108128428,0.48253048855582825,0.4539529406125662,0.5743450712773118
865,"(1, 1, 0, 1, 1, 0, 0, 0, 0, 1)",68,86,41,1.0343401726374049,0.6520897937359316,0.7428088384112235,0.7705791504007511
866,"(1, 1, 0, 1, 1, 0, 0, 0, 1, 0)",75,45,28,0.3004466147828443,0.1850891697499656,0.07167062666769514,0.252057990533344
867,"(1, 1, 0, 1, 1, 0, 0, 0, 1, 1)",39,37,21,0.7512452641925298,0.5506896792942022,0.4398742694955992,0.38049949906729014
868,"(1, 1, 0, 1, 1, 0, 0, 1, 0, 0)",198,222,149,0.9164055053157069,0.8658571494215861,0.40996525960742664,0.6651028430397486
869,"(1, 1, 0, 1, 1, 0, 0, 1, 0, 1)",123,111,113,0.700755864270138,1.0644435628392812,0.5698074211062724,0.6752053506392007
870,"(1, 1, 0, 1, 1, 0, 0, 1, 1, 0)",113,31,31,-0.4679239870146885,-0.12193586554494629,0.040682357861338225,0.2792387121722557
871,"(1, 1, 0, 1, 1, 0, 0, 1, 1, 1)",144,102,49,0.4605338043891417,0.08381594305739437,0.2560659523162527,0.2461167280908283
872,"(1, 1, 0, 1, 1, 0, 1, 0, 0, 0)",95,203,194,1.5563103609564606,1.8571780471457333,1.2916574271551595,1.5687705313602807
873,"(1, 1, 0, 1, 1, 0, 1, 0, 0, 1)",86,239,150,1.8172693632674881,1.6998983982101632,1.383812699189279,1.5954654992262303
874,"(1, 1, 0, 1, 1, 0, 1, 0, 1, 0)",30,87,79,1.8458881685731408,2.096566110238558,1.273861109918212,1.6352867937810132
875,"(1, 1, 0, 1, 1, 0, 1, 0, 1, 1)",54,162,85,1.8889555741543718,1.5955407910708594,1.3626625237110888,1.4725251709106106
876,"(1, 1, 0, 1, 1, 0, 1, 1, 0, 0)",154,279,192,1.3939030448300833,1.3677917520354614,1.2210256021939456,1.5390620111549733
877,"(1, 1, 0, 1, 1, 0, 1, 1, 0, 1)",69,138,91,1.4885172496614132,1.421820015049504,1.4342568207812798,1.546737028428368
878,"(1, 1, 0, 1, 1, 0, 1, 1, 1, 0)",45,145,127,1.9575037837993219,2.171915547480345,1.177655799087845,1.5155725640035211
879,"(1, 1, 0, 1, 1, 0, 1, 1, 1, 1)",45,86,48,1.4398052807455692,1.2117055816713542,1.363726847360758,1.3583590694491776
880,"(1, 1, 0, 1, 1, 1, 0, 0, 0, 0)",149,25,12,-0.9500001974946932,-1.2971592565848962,-0.6195370823175927,-0.6040402804942183
881,"(1, 1, 0, 1, 1, 1, 0, 0, 0, 1)",144,36,29,-0.5632772711962695,-0.42700968070859635,-0.26063900960765163,-0.30210540937990166
882,"(1, 1, 0, 1, 1, 1, 0, 0, 1, 0)",106,16,9,-1.0370769318256097,-1.2217170614180377,-1.1535373881137532,-1.05814388272049
883,"(1, 1, 0, 1, 1, 1, 0, 0, 1, 1)",63,30,8,0.07764267970555483,-0.8131318259736298,-0.6908072196651962,-0.79845059499144
884,"(1, 1, 0, 1, 1, 1, 0, 1, 0, 0)",240,47,34,-0.8110573640026837,-0.7809221919514187,-0.734388703017211,-0.5333899324960102
885,"(1, 1, 0, 1, 1, 1, 0, 1, 0, 1)",198,50,20,-0.5589406334200862,-1.1002557069512466,-0.7391559226479506,-0.6122077944447848
886,"(1, 1, 0, 1, 1, 1, 0, 1, 1, 0)",193,23,27,-1.287265770135302,-0.7871269688383016,-1.2224720144599446,-1.0532024385111538
887,"(1, 1, 0, 1, 1, 1, 0, 1, 1, 1)",139,45,22,-0.31046246754012885,-0.657621526630332,-1.1472134504252463,-1.1496938049365815
888,"(1, 1, 0, 1, 1, 1, 1, 0, 0, 0)",180,219,196,0.9976690736666162,1.2332333775219855,0.974747741466617,1.1979400256322443
889,"(1, 1, 0, 1, 1, 1, 1, 0, 0, 1)",78,184,154,1.6534465311913837,1.822503944502048,1.1472636741583602,1.3504690836889626
890,"(1, 1, 0, 1, 1, 1, 1, 0, 1, 0)",55,77,71,1.1338956945345229,1.3998411083307287,0.8610148973155239,1.1603182467384816
891,"(1, 1, 0, 1, 1, 1, 1, 0, 1, 1)",63,46,30,0.4938030769304671,0.42363080117529706,1.0546613224753936,1.1489417012630745
892,"(1, 1, 0, 1, 1, 1, 1, 1, 0, 0)",172,310,264,1.3890398762615357,1.5749649115382658,1.080127180517027,1.3062948675033117
893,"(1, 1, 0, 1, 1, 1, 1, 1, 0, 1)",167,387,311,1.6395799188000948,1.7675658884560461,1.1390675037211153,1.2451828134283711
894,"(1, 1, 0, 1, 1, 1, 1, 1, 1, 0)",142,138,93,0.7741678614508648,0.7289768320599191,0.9737384326514243,1.1765355253720173
895,"(1, 1, 0, 1, 1, 1, 1, 1, 1, 1)",98,193,134,1.4752768675088186,1.458681608353662,1.0300029362504608,0.9760859466735649
896,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0)",3209,3426,2205,0.8679528643306277,0.7734366637392088,0.7164858795670013,0.7084646095676935
897,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 1)",3014,4377,2819,1.1755307275016027,1.081663734820696,1.022487907104819,1.0380490265393196
898,"(1, 1, 1, 0, 0, 0, 0, 0, 1, 0)",2045,1766,1136,0.655935084388205,0.5610332272887868,0.4168023339000552,0.46043161298027613
899,"(1, 1, 1, 0, 0, 0, 0, 0, 1, 1)",1785,2141,1341,0.9843000481513301,0.8627092361450054,0.8114078174988293,0.8361925624643671
